Country,Year,Series,Value
Libya,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-2433
Libya,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-3335
Libya,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-3365
Libya,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-2016
Libya,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-688
Libya,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-475
Libya,1990,Changes in stocks (petajoules),-124
Libya,2010,Changes in stocks (petajoules),69
Libya,2013,Changes in stocks (petajoules),-185
Libya,2014,Changes in stocks (petajoules),74
Libya,1990,Total supply (petajoules),468
Libya,1995,Total supply (petajoules),653
Libya,2000,Total supply (petajoules),685
Libya,2005,Total supply (petajoules),727
Libya,2010,Total supply (petajoules),860
Libya,2013,Total supply (petajoules),805
Libya,2014,Total supply (petajoules),743
Libya,2015,Total supply (petajoules),1022
Libya,1990,Supply per capita (gigajoules),108
Libya,1995,Supply per capita (gigajoules),137
Libya,2000,Supply per capita (gigajoules),131
Libya,2005,Supply per capita (gigajoules),126
Libya,2010,Supply per capita (gigajoules),137
Libya,2013,Supply per capita (gigajoules),129
Libya,2014,Supply per capita (gigajoules),119
Libya,2015,Supply per capita (gigajoules),163
Liechtenstein,2010,Primary energy production (petajoules),1
Liechtenstein,2013,Primary energy production (petajoules),1
Liechtenstein,2014,Primary energy production (petajoules),1
Liechtenstein,2015,Primary energy production (petajoules),1
Liechtenstein,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2
Liechtenstein,2013,Net imports [Imports - Exports - Bunkers] (petajoules),2
Liechtenstein,2014,Net imports [Imports - Exports - Bunkers] (petajoules),2
Liechtenstein,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
Liechtenstein,2010,Total supply (petajoules),3
Liechtenstein,2013,Total supply (petajoules),3
Liechtenstein,2014,Total supply (petajoules),3
Liechtenstein,2015,Total supply (petajoules),3
Liechtenstein,2010,Supply per capita (gigajoules),81
Liechtenstein,2013,Supply per capita (gigajoules),79
Liechtenstein,2014,Supply per capita (gigajoules),75
Liechtenstein,2015,Supply per capita (gigajoules),76
Lithuania,1995,Primary energy production (petajoules),157
Lithuania,2000,Primary energy production (petajoules),139
Lithuania,2005,Primary energy production (petajoules),170
Lithuania,2010,Primary energy production (petajoules),64
Lithuania,2013,Primary energy production (petajoules),69
Lithuania,2014,Primary energy production (petajoules),74
Lithuania,2015,Primary energy production (petajoules),76
Lithuania,1995,Net imports [Imports - Exports - Bunkers] (petajoules),234
Lithuania,2000,Net imports [Imports - Exports - Bunkers] (petajoules),175
Lithuania,2005,Net imports [Imports - Exports - Bunkers] (petajoules),196
Lithuania,2010,Net imports [Imports - Exports - Bunkers] (petajoules),225
Lithuania,2013,Net imports [Imports - Exports - Bunkers] (petajoules),210
Lithuania,2014,Net imports [Imports - Exports - Bunkers] (petajoules),214
Lithuania,2015,Net imports [Imports - Exports - Bunkers] (petajoules),223
Lithuania,1995,Changes in stocks (petajoules),14
Lithuania,2000,Changes in stocks (petajoules),8
Lithuania,2005,Changes in stocks (petajoules),4
Lithuania,2010,Changes in stocks (petajoules),3
Lithuania,2013,Changes in stocks (petajoules),-2
Lithuania,2014,Changes in stocks (petajoules),1
Lithuania,2015,Changes in stocks (petajoules),4
Lithuania,1995,Total supply (petajoules),376
Lithuania,2000,Total supply (petajoules),306
Lithuania,2005,Total supply (petajoules),362
Lithuania,2010,Total supply (petajoules),286
Lithuania,2013,Total supply (petajoules),282
Lithuania,2014,Total supply (petajoules),287
Lithuania,2015,Total supply (petajoules),294
Lithuania,1995,Supply per capita (gigajoules),104
Lithuania,2000,Supply per capita (gigajoules),87
Lithuania,2005,Supply per capita (gigajoules),106
Lithuania,2010,Supply per capita (gigajoules),92
Lithuania,2013,Supply per capita (gigajoules),95
Lithuania,2014,Supply per capita (gigajoules),98
Lithuania,2015,Supply per capita (gigajoules),102
Luxembourg,1990,Primary energy production (petajoules),1
Luxembourg,1995,Primary energy production (petajoules),2
Luxembourg,2000,Primary energy production (petajoules),3
Luxembourg,2005,Primary energy production (petajoules),4
Luxembourg,2010,Primary energy production (petajoules),5
Luxembourg,2013,Primary energy production (petajoules),6
Luxembourg,2014,Primary energy production (petajoules),6
Luxembourg,2015,Primary energy production (petajoules),6
Luxembourg,1990,Net imports [Imports - Exports - Bunkers] (petajoules),143
Luxembourg,1995,Net imports [Imports - Exports - Bunkers] (petajoules),130
Luxembourg,2000,Net imports [Imports - Exports - Bunkers] (petajoules),140
Luxembourg,2005,Net imports [Imports - Exports - Bunkers] (petajoules),179
Luxembourg,2010,Net imports [Imports - Exports - Bunkers] (petajoules),173
Luxembourg,2013,Net imports [Imports - Exports - Bunkers] (petajoules),163
Luxembourg,2014,Net imports [Imports - Exports - Bunkers] (petajoules),156
Luxembourg,2015,Net imports [Imports - Exports - Bunkers] (petajoules),150
Luxembourg,1990,Changes in stocks (petajoules),0
Luxembourg,1995,Changes in stocks (petajoules),-1
Luxembourg,2000,Changes in stocks (petajoules),2
Luxembourg,2005,Changes in stocks (petajoules),-1
Luxembourg,2010,Changes in stocks (petajoules),-1
Luxembourg,2013,Changes in stocks (petajoules),0
Luxembourg,2014,Changes in stocks (petajoules),0
Luxembourg,2015,Changes in stocks (petajoules),-1
Luxembourg,1990,Total supply (petajoules),143
Luxembourg,1995,Total supply (petajoules),133
Luxembourg,2000,Total supply (petajoules),142
Luxembourg,2005,Total supply (petajoules),185
Luxembourg,2010,Total supply (petajoules),178
Luxembourg,2013,Total supply (petajoules),168
Luxembourg,2014,Total supply (petajoules),161
Luxembourg,2015,Total supply (petajoules),157
Luxembourg,1990,Supply per capita (gigajoules),376
Luxembourg,1995,Supply per capita (gigajoules),327
Luxembourg,2000,Supply per capita (gigajoules),325
Luxembourg,2005,Supply per capita (gigajoules),405
Luxembourg,2010,Supply per capita (gigajoules),351
Luxembourg,2013,Supply per capita (gigajoules),308
Luxembourg,2014,Supply per capita (gigajoules),290
Luxembourg,2015,Supply per capita (gigajoules),278
Madagascar,1990,Primary energy production (petajoules),72
Madagascar,1995,Primary energy production (petajoules),89
Madagascar,2000,Primary energy production (petajoules),92
Madagascar,2005,Primary energy production (petajoules),104
Madagascar,2010,Primary energy production (petajoules),124
Madagascar,2013,Primary energy production (petajoules),127
Madagascar,2014,Primary energy production (petajoules),129
Madagascar,2015,Primary energy production (petajoules),132
Madagascar,1990,Net imports [Imports - Exports - Bunkers] (petajoules),13
Madagascar,1995,Net imports [Imports - Exports - Bunkers] (petajoules),18
Madagascar,2000,Net imports [Imports - Exports - Bunkers] (petajoules),26
Madagascar,2005,Net imports [Imports - Exports - Bunkers] (petajoules),24
Madagascar,2010,Net imports [Imports - Exports - Bunkers] (petajoules),25
Madagascar,2013,Net imports [Imports - Exports - Bunkers] (petajoules),39
Madagascar,2014,Net imports [Imports - Exports - Bunkers] (petajoules),41
Madagascar,2015,Net imports [Imports - Exports - Bunkers] (petajoules),46
Madagascar,1990,Changes in stocks (petajoules),0
Madagascar,1995,Changes in stocks (petajoules),0
Madagascar,2005,Changes in stocks (petajoules),0
Madagascar,2010,Changes in stocks (petajoules),-1
Madagascar,2013,Changes in stocks (petajoules),0
Madagascar,2014,Changes in stocks (petajoules),0
Madagascar,2015,Changes in stocks (petajoules),0
Madagascar,1990,Total supply (petajoules),85
Madagascar,1995,Total supply (petajoules),108
Madagascar,2000,Total supply (petajoules),118
Madagascar,2005,Total supply (petajoules),127
Madagascar,2010,Total supply (petajoules),150
Madagascar,2013,Total supply (petajoules),166
Madagascar,2014,Total supply (petajoules),171
Madagascar,2015,Total supply (petajoules),179
Madagascar,1990,Supply per capita (gigajoules),8
Madagascar,1995,Supply per capita (gigajoules),8
Madagascar,2000,Supply per capita (gigajoules),8
Madagascar,2005,Supply per capita (gigajoules),7
Madagascar,2010,Supply per capita (gigajoules),7
Madagascar,2013,Supply per capita (gigajoules),7
Madagascar,2014,Supply per capita (gigajoules),7
Madagascar,2015,Supply per capita (gigajoules),7
Malawi,1990,Primary energy production (petajoules),56
Malawi,1995,Primary energy production (petajoules),55
Malawi,2000,Primary energy production (petajoules),56
Malawi,2005,Primary energy production (petajoules),60
Malawi,2010,Primary energy production (petajoules),64
Malawi,2013,Primary energy production (petajoules),67
Malawi,2014,Primary energy production (petajoules),68
Malawi,2015,Primary energy production (petajoules),68
Malawi,1990,Net imports [Imports - Exports - Bunkers] (petajoules),8
Malawi,1995,Net imports [Imports - Exports - Bunkers] (petajoules),11
Malawi,2000,Net imports [Imports - Exports - Bunkers] (petajoules),8
Malawi,2005,Net imports [Imports - Exports - Bunkers] (petajoules),10
Malawi,2010,Net imports [Imports - Exports - Bunkers] (petajoules),13
Malawi,2013,Net imports [Imports - Exports - Bunkers] (petajoules),13
Malawi,2014,Net imports [Imports - Exports - Bunkers] (petajoules),13
Malawi,2015,Net imports [Imports - Exports - Bunkers] (petajoules),11
Malawi,1990,Total supply (petajoules),64
Malawi,1995,Total supply (petajoules),65
Malawi,2000,Total supply (petajoules),65
Malawi,2005,Total supply (petajoules),69
Malawi,2010,Total supply (petajoules),77
Malawi,2013,Total supply (petajoules),80
Malawi,2014,Total supply (petajoules),81
Malawi,2015,Total supply (petajoules),78
Malawi,1990,Supply per capita (gigajoules),7
Malawi,1995,Supply per capita (gigajoules),7
Malawi,2000,Supply per capita (gigajoules),6
Malawi,2005,Supply per capita (gigajoules),5
Malawi,2010,Supply per capita (gigajoules),5
Malawi,2013,Supply per capita (gigajoules),5
Malawi,2014,Supply per capita (gigajoules),5
Malawi,2015,Supply per capita (gigajoules),5
Malaysia,1990,Primary energy production (petajoules),1794
Malaysia,1995,Primary energy production (petajoules),2791
Malaysia,2000,Primary energy production (petajoules),3082
Malaysia,2005,Primary energy production (petajoules),3770
Malaysia,2010,Primary energy production (petajoules),3450
Malaysia,2013,Primary energy production (petajoules),3529
Malaysia,2014,Primary energy production (petajoules),3738
Malaysia,2015,Primary energy production (petajoules),3748
Malaysia,1990,Net imports [Imports - Exports - Bunkers] (petajoules),-1019
Malaysia,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-1018
Malaysia,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-1116
Malaysia,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-1031
Malaysia,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-495
Malaysia,2013,Net imports [Imports - Exports - Bunkers] (petajoules),-57
Malaysia,2014,Net imports [Imports - Exports - Bunkers] (petajoules),-240
Malaysia,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-365
Malaysia,1990,Changes in stocks (petajoules),3
Malaysia,1995,Changes in stocks (petajoules),5
Malaysia,2000,Changes in stocks (petajoules),8
Malaysia,2005,Changes in stocks (petajoules),21
Malaysia,2010,Changes in stocks (petajoules),-10
Malaysia,2013,Changes in stocks (petajoules),54
Malaysia,2014,Changes in stocks (petajoules),-37
Malaysia,2015,Changes in stocks (petajoules),-41
Malaysia,1990,Total supply (petajoules),773
Malaysia,1995,Total supply (petajoules),1768
Malaysia,2000,Total supply (petajoules),1958
Malaysia,2005,Total supply (petajoules),2717
Malaysia,2010,Total supply (petajoules),2965
Malaysia,2013,Total supply (petajoules),3417
Malaysia,2014,Total supply (petajoules),3535
Malaysia,2015,Total supply (petajoules),3424
Malaysia,1990,Supply per capita (gigajoules),42
Malaysia,1995,Supply per capita (gigajoules),85
Malaysia,2000,Supply per capita (gigajoules),84
Malaysia,2005,Supply per capita (gigajoules),104
Malaysia,2010,Supply per capita (gigajoules),105
Malaysia,2013,Supply per capita (gigajoules),116
Malaysia,2014,Supply per capita (gigajoules),118
Malaysia,2015,Supply per capita (gigajoules),113
Maldives,1990,Primary energy production (petajoules),0
Maldives,1995,Primary energy production (petajoules),0
Maldives,2000,Primary energy production (petajoules),0
Maldives,2005,Primary energy production (petajoules),0
Maldives,2010,Primary energy production (petajoules),0
Maldives,2013,Primary energy production (petajoules),0
Maldives,2014,Primary energy production (petajoules),0
Maldives,2015,Primary energy production (petajoules),0
Maldives,1990,Net imports [Imports - Exports - Bunkers] (petajoules),3
Maldives,1995,Net imports [Imports - Exports - Bunkers] (petajoules),4
Maldives,2000,Net imports [Imports - Exports - Bunkers] (petajoules),6
Maldives,2005,Net imports [Imports - Exports - Bunkers] (petajoules),9
Maldives,2010,Net imports [Imports - Exports - Bunkers] (petajoules),13
Maldives,2013,Net imports [Imports - Exports - Bunkers] (petajoules),15
Maldives,2014,Net imports [Imports - Exports - Bunkers] (petajoules),18
Maldives,2015,Net imports [Imports - Exports - Bunkers] (petajoules),19
Maldives,1990,Total supply (petajoules),2
Maldives,1995,Total supply (petajoules),4
Maldives,2000,Total supply (petajoules),6
Maldives,2005,Total supply (petajoules),9
Maldives,2010,Total supply (petajoules),13
Maldives,2013,Total supply (petajoules),16
Maldives,2014,Total supply (petajoules),19
Maldives,2015,Total supply (petajoules),19
Maldives,1990,Supply per capita (gigajoules),11
Maldives,1995,Supply per capita (gigajoules),14
Maldives,2000,Supply per capita (gigajoules),24
Maldives,2005,Supply per capita (gigajoules),30
Maldives,2010,Supply per capita (gigajoules),40
Maldives,2013,Supply per capita (gigajoules),45
Maldives,2014,Supply per capita (gigajoules),53
Maldives,2015,Supply per capita (gigajoules),52
Mali,1990,Primary energy production (petajoules),37
Mali,1995,Primary energy production (petajoules),42
Mali,2000,Primary energy production (petajoules),45
Mali,2005,Primary energy production (petajoules),49
Mali,2010,Primary energy production (petajoules),52
Mali,2013,Primary energy production (petajoules),53
Mali,2014,Primary energy production (petajoules),55
Mali,2015,Primary energy production (petajoules),55
Mali,1990,Net imports [Imports - Exports - Bunkers] (petajoules),5
Mali,1995,Net imports [Imports - Exports - Bunkers] (petajoules),6
Mali,2000,Net imports [Imports - Exports - Bunkers] (petajoules),11
Mali,2005,Net imports [Imports - Exports - Bunkers] (petajoules),12
Mali,2010,Net imports [Imports - Exports - Bunkers] (petajoules),26
Mali,2013,Net imports [Imports - Exports - Bunkers] (petajoules),34
Mali,2014,Net imports [Imports - Exports - Bunkers] (petajoules),36
Mali,2015,Net imports [Imports - Exports - Bunkers] (petajoules),40
Mali,1990,Total supply (petajoules),43
Mali,1995,Total supply (petajoules),49
Mali,2000,Total supply (petajoules),57
Mali,2005,Total supply (petajoules),61
Mali,2010,Total supply (petajoules),78
Mali,2013,Total supply (petajoules),87
Mali,2014,Total supply (petajoules),91
Mali,2015,Total supply (petajoules),95
Mali,1990,Supply per capita (gigajoules),5
